    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  277	901.60	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  278	901.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  279	898.70	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  280	899.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  281	900.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  282	900.00	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  283	902.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  284	898.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  285	897.40	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  286	897.50	0.0000	0.9932	0.9979	1.0000	0.0047	1.0000
  287	898.30	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  288	902.60	0.0000	0.9933	0.9980	1.0000	0.0046	1.0000
  289	902.30	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  290	899.70	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  291	897.60	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  292	896.50	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  293	900.10	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  294	902.10	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  295	899.20	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  296	897.50	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  297	902.50	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  298	901.40	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  299	903.00	0.0000	0.9934	0.9980	1.0000	0.0046	1.0000
  300	904.00	0.0000	0.9933	0.9980	1.0000	0.0047	1.0000
  301	899.80	0.0000	0.9933	0.9980	1.0000	0.0046	1.0000
  302	900.90	0.0000	0.9932	0.9979	1.0000	0.0047	1.0000
  303	898.40	0.0000	0.9932	0.9979	1.0000	0.0048	1.0000
  304	902.50	0.0000	0.9932	0.9980	1.0000	0.0047	1.0000
  305	901.80	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  306	902.90	0.0000	0.9932	0.9979	1.0000	0.0048	1.0000
  307	900.50	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  308	900.70	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  309	899.60	0.0000	0.9931	0.9979	1.0000	0.0048	1.0000
  310	896.20	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  311	900.30	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  312	901.30	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  313	900.00	0.0000	0.9930	0.9979	1.0000	0.0049	1.0000
  314	898.10	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  315	897.10	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  316	899.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  317	899.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  318	899.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  319	895.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  320	897.30	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  321	904.10	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  322	897.60	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  323	897.60	0.0000	0.9930	0.9979	1.0000	0.0049	1.0000
  324	894.00	0.0000	0.9930	0.9979	1.0000	0.0049	1.0000
  325	890.30	0.0000	0.9930	0.9979	1.0000	0.0049	1.0000
  326	894.00	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  327	894.60	0.0000	0.9931	0.9979	1.0000	0.0049	1.0000
  328	901.00	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  329	900.00	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  330	900.10	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  331	899.00	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  332	897.10	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  333	899.60	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  334	901.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  335	900.90	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  336	898.50	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  337	898.70	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  338	903.40	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  339	897.80	0.0000	0.9932	0.9980	1.0000	0.0048	1.0000
  340	901.40	0.0000	0.9931	0.9980	1.0000	0.0048	1.0000
  341	902.60	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  342	902.00	0.0000	0.9931	0.9980	1.0000	0.0049	1.0000
  343	897.60	0.0000	0.9930	0.9980	1.0000	0.0050	1.0000
