    gen	allel	   Ho	   Hs	   Ht	  Fis	  Fst	  Fit
  304	33.30	0.0000	0.9451	0.9452	1.0000	0.0002	1.0000
  305	33.20	0.0000	0.9457	0.9457	1.0000	-0.0000	1.0000
  306	33.40	0.0000	0.9463	0.9466	1.0000	0.0003	1.0000
  307	33.40	0.0000	0.9460	0.9462	1.0000	0.0002	1.0000
  308	33.30	0.0000	0.9450	0.9450	1.0000	0.0000	1.0000
  309	33.40	0.0000	0.9447	0.9449	1.0000	0.0002	1.0000
  310	33.70	0.0000	0.9468	0.9469	1.0000	0.0001	1.0000
  311	33.30	0.0000	0.9456	0.9458	1.0000	0.0002	1.0000
  312	33.50	0.0000	0.9448	0.9451	1.0000	0.0002	1.0000
  313	33.00	0.0000	0.9451	0.9451	1.0000	-0.0000	1.0000
  314	33.20	0.0000	0.9443	0.9445	1.0000	0.0002	1.0000
  315	32.70	0.0000	0.9455	0.9455	1.0000	0.0000	1.0000
  316	32.00	0.0000	0.9457	0.9456	1.0000	-0.0001	1.0000
  317	32.40	0.0000	0.9448	0.9449	1.0000	0.0002	1.0000
  318	32.00	0.0000	0.9453	0.9454	1.0000	0.0000	1.0000
  319	32.10	0.0000	0.9433	0.9432	1.0000	-0.0001	1.0000
  320	31.80	0.0000	0.9451	0.9450	1.0000	-0.0001	1.0000
  321	32.10	0.0000	0.9448	0.9449	1.0000	0.0000	1.0000
  322	32.00	0.0000	0.9440	0.9441	1.0000	0.0001	1.0000
  323	32.00	0.0000	0.9439	0.9439	1.0000	-0.0001	1.0000
  324	32.40	0.0000	0.9425	0.9427	1.0000	0.0001	1.0000
  325	32.50	0.0000	0.9435	0.9434	1.0000	-0.0002	1.0000
  326	32.20	0.0000	0.9436	0.9435	1.0000	-0.0001	1.0000
  327	32.00	0.0000	0.9432	0.9433	1.0000	0.0001	1.0000
  328	32.00	0.0000	0.9415	0.9415	1.0000	0.0000	1.0000
  329	31.80	0.0000	0.9415	0.9415	1.0000	0.0001	1.0000
  330	31.70	0.0000	0.9399	0.9402	1.0000	0.0003	1.0000
  331	31.70	0.0000	0.9403	0.9401	1.0000	-0.0002	1.0000
  332	32.20	0.0000	0.9407	0.9406	1.0000	-0.0001	1.0000
  333	31.90	0.0000	0.9419	0.9420	1.0000	0.0000	1.0000
  334	31.80	0.0000	0.9419	0.9419	1.0000	0.0000	1.0000
  335	32.00	0.0000	0.9410	0.9412	1.0000	0.0003	1.0000
  336	32.70	0.0000	0.9420	0.9422	1.0000	0.0002	1.0000
  337	32.50	0.0000	0.9413	0.9413	1.0000	0.0000	1.0000
  338	32.40	0.0000	0.9388	0.9390	1.0000	0.0002	1.0000
  339	32.20	0.0000	0.9389	0.9391	1.0000	0.0003	1.0000
  340	31.80	0.0000	0.9401	0.9400	1.0000	-0.0001	1.0000
  341	32.70	0.0000	0.9400	0.9403	1.0000	0.0003	1.0000
  342	32.40	0.0000	0.9396	0.9396	1.0000	0.0001	1.0000
  343	32.40	0.0000	0.9377	0.9377	1.0000	-0.0000	1.0000
  344	31.90	0.0000	0.9379	0.9381	1.0000	0.0002	1.0000
  345	31.50	0.0000	0.9381	0.9382	1.0000	0.0001	1.0000
  346	31.10	0.0000	0.9365	0.9367	1.0000	0.0001	1.0000
  347	31.30	0.0000	0.9381	0.9381	1.0000	0.0000	1.0000
  348	31.90	0.0000	0.9379	0.9378	1.0000	-0.0001	1.0000
  349	31.50	0.0000	0.9383	0.9385	1.0000	0.0002	1.0000
  350	30.90	0.0000	0.9385	0.9386	1.0000	0.0001	1.0000
  351	30.40	0.0000	0.9374	0.9374	1.0000	0.0000	1.0000
  352	30.50	0.0000	0.9349	0.9347	1.0000	-0.0003	1.0000
  353	30.80	0.0000	0.9345	0.9347	1.0000	0.0002	1.0000
  354	30.90	0.0000	0.9335	0.9334	1.0000	-0.0001	1.0000
  355	29.90	0.0000	0.9338	0.9338	1.0000	-0.0000	1.0000
  356	30.10	0.0000	0.9330	0.9330	1.0000	0.0000	1.0000
  357	30.00	0.0000	0.9348	0.9350	1.0000	0.0001	1.0000
  358	30.40	0.0000	0.9338	0.9337	1.0000	-0.0001	1.0000
  359	30.50	0.0000	0.9334	0.9334	1.0000	-0.0000	1.0000
  360	30.80	0.0000	0.9334	0.9333	1.0000	-0.0001	1.0000
  361	31.30	0.0000	0.9353	0.9353	1.0000	-0.0000	1.0000
  362	31.00	0.0000	0.9335	0.9335	1.0000	0.0000	1.0000
  363	29.70	0.0000	0.9329	0.9329	1.0000	-0.0001	1.0000
  364	29.80	0.0000	0.9309	0.9310	1.0000	0.0000	1.0000
  365	29.80	0.0000	0.9311	0.9311	1.0000	-0.0000	1.0000
  366	29.20	0.0000	0.9309	0.9309	1.0000	-0.0000	1.0000
  367	28.40	0.0000	0.9330	0.9332	1.0000	0.0002	1.0000
  368	28.70	0.0000	0.9343	0.9345	1.0000	0.0003	1.0000
  369	27.80	0.0000	0.9328	0.9331	1.0000	0.0003	1.0000
  370	27.80	0.0000	0.9335	0.9334	1.0000	-0.0001	1.0000
  371	27.70	0.0000	0.9350	0.9348	1.0000	-0.0002	1.0000
  372	27.90	0.0000	0.9359	0.9361	1.0000	0.0002	1.0000
  373	28.20	0.0000	0.9386	0.9386	1.0000	0.0001	1.0000
  374	28.20	0.0000	0.9374	0.9376	1.0000	0.0002	1.0000
  375	28.10	0.0000	0.9373	0.9372	1.0000	-0.0001	1.0000
